navn,adresse,postnummer,poststed
EXTRA NORDFJORDEID,SJØGATA 21,6770,NORDFJORDEID
EXTRA SANDANE,Grandavegen 14,6823,SANDANE
Bunnpris Leirvik,LEIRVIK 64,6953,LEIRVIK I SOGN
SPAR HYLLESTAD,HYLLESTADVEGEN 436,6957,HYLLESTAD
NÆRBUTIKKEN HELLEVIK,Hellevik,6967,HELLEVIK I FJALER
Bunnpris Sandane,GOTEVEGEN 2,6823,SANDANE
FIRDA - REDAKSJON,FIRDAVEGEN 12,6800,FØRDE
FULLDISTRIBUSJON 6953,post,6953,LEIRVIK I SOGN
FULLDISTRIBUSJON 6963,Fulldist,6963,DALE I SUNNFJORD
FULLDISTRIBUSJON 6986,Fulldist,6963,DALE I SUNNFJORD
FULLDISTRIBUSJON 6987,Fulldist,6963,DALE I SUNNFJORD
FULLDISTRIBUSJON 6941,Evja,6900,FLORØ
FULLDISTRIBUSJON 6918,Evja,6900,FLORØ
FULLDISTRIBUSJON 6909,Evja,6900,FLORØ
FULLDISTIBUSJON 6915,Evja,6900,FLORØ
FULLDISTRIBUSJON 6917,Evja,6900,FLORØ
FULLDISTRIBUSJON 6914,Evja,6900,FLORØ
FULLDISTRIBUSJON 6973,sanderplassen 8,6813,FØRDE
FULLDISTRIBUSJON 6800,sanderplassen 8,6809,FØRDE
FULLDISTRIBUSJON 6817,sanderplassen 8,6813,FØRDE
FULLDISTRIBUSJON 6944,evja,6900,FLORØ
FULLDISTRIBUSJON 6843,sanderplassen 8,6813,FØRDE
FULLDISTRIBUSJON 6991,Dalavegen 6,6993,HØYANGER
FULLDISTRIBUSJON 6940,evja,6900,FLORØ
FULLDISTRIBUSJON 6916,Evja,6900,FLORØ
FULLDISTRIBUSJON 6919,Evja,6900,FLORØ
FULLDISTRIBUSJON 6723,Rugsund,6734,RUGSUND
FULLDISTRIBUSJON 6727,Rugsund,6734,RUGSUND
FULLDISTRIBUSJON 6823,Sørstrandvegen 43,6823,SANDANE
FULLDISTRIBUSJON 5962,Kanalvegen 52,5068,BERGEN
EIVINDVIK BARNEHAGE OG SKULE,EIVINDVIKVEGEN 1013,5966,EIVINDVIK
DALSØYRA BARNEHAGE OG SKULE,DALSBYGDA 68,5960,DALSØYRA
Hjelle skule,LEIVDALSVEGEN 7,6774,NORDFJORDEID
Brekke barnehage og skule,YNDESDALSVEGEN 2719,5961,BREKKE
Sørbøvåg Landhandel,ÅFJORDVEGEN 894,6958,SØRBØVÅG
COOP PRIX KJØPSVIK,F.L. SMITHSVEI 2,8590,KJØPSVIK
BUNNPRIS KJØPSVIK,F.L. SMITHS VEI 8,8590,KJØPSVIK
JOKER KJELDEBOTN,SKÅRNES,8543,KJELDEBOTN
SPAR GRATANGEN,NORDSIVEIEN 86,9470,GRATANGEN
FULLDISTRIB. 9355,SENTRUM,9350,SJØVEGAN
FULLDISTRIB. 9358,Bakkan 1,9357,TENNEVOLL
FULLDISTRIB. 9360,Industriveien 1,9360,BARDU
FULLDISTRIB. 9365,Øvreveien 2,9360,BARDU
FULLDISTRIB. 9350,FOGD HOLMBOES GATE 38,9360,BARDU
FULLDISTRIB. 9357,fogd holmboes gate 38,9360,BARDU
MONTESSORISKOLEN MORGAN AS,NORDSIVEIEN 1378,9470,GRATANGEN
GRATANGSBOTN SKOLE,Moanveien 516,9470,GRATANGEN
COOP PRIX  TENNEVOLL,BAKKAN 1,9357,TENNEVOLL
Narvesen 719 K1 Storhandel,KARLSØYVEGEN 1,9015,TROMSØ
SPAR Drag,HELLANDSVEIEN 1,8270,DRAG
Narvesen 387 Nerstranda 9,NERSTRANDA 9,9008,TROMSØ
EXTRA HAFSLUNDSØY,HELGEBYVEIEN 8,1734,HAFSLUNDSØY
EXTRA ISEVEIEN,RÅDHUSVEIEN 24,1739,BORGENHAUGEN
KIWI 442 BORGENHAUGEN,SKJEBERGVEIEN 62,1739,BORGENHAUGEN
KIWI 534 GREÅKER,TAMBURVEIEN 9,1718,GREÅKER
EXTRA KURLAND,KURLANDVEIEN 2,1727,SARPSBORG
EXTRA TUNE,LILLETUNEVEIEN 3,1711,SARPSBORG
KIWI 538 KURLAND,BRYGGERIVEIEN,1727,SARPSBORG
EXTRA SARPSBORG,ST. MARIE GATE 81,1706,SARPSBORG
KIWI 412 GRÅLUM,BJØRNSTADVEIEN 2,1712,GRÅLUM
MENY SARPSBORG,ROALD AMUNDSENS GATE 28,1723,SARPSBORG
KIWI 549 SKJEBERG,RÅDHUSVEIEN 19,1739,BORGENHAUGEN
KIRKEGATEN BENSIN & SERVICE,KIRKEGATA 48,1721,SARPSBORG
KIWI 548 ÅRUM,SUNDLØKKAVEIEN 81,1659,TORP
NARVESEN 244 BORG STORSENTER,KLOKKERGÅRDVEIEN 31,1711,SARPSBORG
KIWI 284 BORG,KLOKKERGÅRDVEIEN 32,1711,SARPSBORG
EXTRA ALVIM,DOKTOR JOHNSENS GATE 4,1725,SARPSBORG
RAKKESTAD AVIS,storgata 8,1890,RAKKESTAD
NARVESEN 239 ROALD AMUNDSENSGATE,ROALD AMUNDSENS GATE 36,1723,SARPSBORG
REMA 1000 ISEVEIEN,ISEVEIEN 8,1738,BORGENHAUGEN
REMA 1000 Skjeberg,STASJONSVEIEN 55,1746,SKJEBERG
SPAR Tune,LILLETUNEVEIEN 2,1711,SARPSBORG
REMA 1000 Grålum,BJØRNSTADVEIEN 4,1712,GRÅLUM
Sannesund Veiservice,STORGATA 58,1724,SARPSBORG
NARVESEN 217 STORBYEN SARPSBORG,ROALD AMUNDSENS GATE 36,1723,SARPSBORG
EXTRA YVEN,FJELLHØYVEIEN 1,1718,GREÅKER
Esso Deli de Luca Rolvsøy,RÅDALSVEIEN 1,1663,ROLVSØY
REMA 1000 Vatvedt Torg,OSCAR PEDERSENS VEI 3,1707,SARPSBORG
EUROSPAR Kvaløysletta,MANETVEGEN 2,9100,KVALØYSLETTA
Joker Holt,DIVIDALSVEIEN 5,9334,ØVERBYGD
COOP MARKED OLDERDALEN,OLDERDALSVEIEN 376,9146,OLDERDALEN
EUROSPAR Kræmer,STAKKEVOLLVEGEN 41,9010,TROMSØ
MOSSAKIOSKEN A/S,STRANDVEIEN 41,9790,KJØLLEFJORD
JOKER SØRVÆR,VIA HASVIK,9595,SØRVÆR
JOHS. H. GIÆVER,MOR LYNGS PLASS 4,9159,HAVNNES
A339 ALF Herfra-Point AS,ALTAGÅRDSKOGEN 32,9515,ALTA
SPAR RINGVASSØY,ØVRE INDUSTRIVEI 67,9130,HANSNES
EUROSPAR Tromsdalen,ANTON JAKOBSENS VEG 1,9020,TROMSDALEN
COOP PRIX BIRTAVARRE,VERKSVEIEN 9,9147,BIRTAVARRE
EXTRA BJERKVIK,NORDMOVEIEN 2,8530,BJERKVIK
EXTRA FRYDENLUND,FRYDENLUNDGATA 15,8517,NARVIK
MIX SITØ-KIOSKEN 660,UNIVERSITETSVEGEN 29,9019,TROMSØ
Obs Tromsø,HEILOVEGEN 4,9015,TROMSØ
MATKROKEN SØRSTRAUMEN,KVÆNANGSVEIEN 1669,9162,SØRSTRAUMEN
COOP PRIX MANNDALEN,SENTRUMSVEIEN 4,9144,SAMUELSBERG
KIWI 153 HÅPET,ØRNEVEGEN 9,9015,TROMSØ
JOKER GRATANGEN,FOLDVIKNESET 9,9470,GRATANGEN
EXTRA KROKEN,RUTE 52,9022,KROKELVDALEN
REMA 1000 NORDKJOSBOTN,SENTRUMSVEIEN 4,9040,NORDKJOSBOTN
ESSO TØMMERELV,TØMMERELV,9050,STORSTEINNES
EUROSPAR Storgata,STORGATA 25,9008,TROMSØ
Coop Prix Myreng,MYRENGVEGEN 65,9011,TROMSØ
EXTRA ELVERHØY,GITTA JØNSSONS VEG 2,9012,TROMSØ
EXTRA BJERKAKER,RUTE 53,9006,TROMSØ
JOKER RUNDHAUG,Øverbygdveien 1,9336,RUNDHAUG
TREKANTKIOSKEN,SENTRUMSVEIEN 47,9040,NORDKJOSBOTN
MATKROKEN HANSNES,LANGSUNDVEIEN 27,9130,HANSNES
EUROSPAR Tomasjord,TROMSØYSUNDVEGEN 118,9024,TOMASJORD
SCANDIC ALTA,LØKKEVEIEN 61,9510,ALTA
Extra Øverbygd,SKJOLD LEIR 35,9334,ØVERBYGD
EXTRA BOLAGET,BOLAGSGATA 20,8514,NARVIK
EXTRA TROMSDALEN,RUTE 52,9020,TROMSDALEN
EXTRA STORSTEINNES,RÅDHUSGATA 9,9050,STORSTEINNES
EXTRA NORDKJOSBOTN,SENTRUMSVEIEN 22,9040,NORDKJOSBOTN
COOP PRIX HATTENG,ELVESTRANDVEIEN 1,9046,OTEREN
EXTRA LYNGSEIDET,PARKVIEN 32,9060,LYNGSEIDET
COOP PRIX BURFJORD,GÁRGU 2,9161,BURFJORD
JOKER VANNVÅG,Vannvåg,9135,VANNVÅG
EUROSPAR Langnes,STORMÅSEVEGEN 1,9015,TROMSØ
VOKSENOPPLÆRINGEN,MELLOMVEGEN 110,9006,TROMSØ
HURTIGRUTE NORD,Sjøgata 3,8006,BODØ
NORDLYS EKSPEDISJONEN,RÅDHUSGATA 3,9008,TROMSØ
HURTIGRUTE SYD,Hamnegata 1,9600,HAMMERFEST
JIM ROGER TRANSPORT,Vidjeveien 59,9600,HAMMERFEST
KIWI 168 MEDKILA,STRANDÅKEREN 15,9414,HARSTAD
LANGNES SKOLE,ØRNEVEGEN 4,9015,TROMSØ
PRESTVANNET SKOLE,PRESTVANNVEGEN 13,9011,TROMSØ
KIWI 154 FAGERENG,KVALØYVEGEN 156,9013,TROMSØ
REINEN SKOLE,SOLSTRANDVEGEN 76,9020,TROMSDALEN
EKREHAGEN SKOLE,DRAMSVEGEN 530,9014,TROMSØ
IBESTAD SKOLE,BYGDAVEIEN 125,9450,HAMNVIK
WORKINNMARKA SKOLE,STUBBEN 36,9016,TROMSØ
BREIVIKA/TROMSØ MARITIME VIDER,Breiviklia 1,9019,TROMSØ
STONGLANDET SKOLE AVIS I SKOLE,Skoleveien 8,9392,STONGLANDSEIDET
KVÆNANGEN BARNE- OG UNGD.SKOLE,Skoleveien,9161,BURFJORD
BORGTUN SKOLE,BORGTUNVEGEN 21,9010,TROMSØ
KROKELVDALEN SKOLE,B A LØVOLDS VEG 52,9022,KROKELVDALEN
BERG SKOLE,Senjahopen,9386,SENJAHOPEN
BJØRKENG OPPVEKSTSENTER,TAKVASSVEIEN 46,9334,ØVERBYGD
KVALØYSLETTA SKOLE,SLETTAVEGEN 15,9101,KVALØYSLETTA
STEINERSKOLEN I TROMSØ,INGA SPARBOES VEG 41,9007,TROMSØ
SELNES SKOLE,NISEVEGEN 52,9100,KVALØYSLETTA
LUNHEIM SKOLE,TOMASJORDVEGEN 211,9024,TOMASJORD
HAMNA SKOLE,TOFTVEGEN 57,9017,TROMSØ
STORELVA SKOLE,NEDRE STORVOLLEN 5,9104,KVALØYA
EXTRA WORKINNMARKA,HULDERVEGEN 8,9016,TROMSØ
REMA 1000 Bjerkvik,NORDMOVEIEN 9,8530,BJERKVIK
EXTRA STORELVA,STORELVBAKKEN 5,9104,KVALØYA
SANDNESSUND SKOLE,SLETTABAKKEN 16,9101,KVALØYSLETTA
FAGERENG SKOLE,ALASKASVINGEN 1,9013,TROMSØ
MEDBY OPPVEKSTSENTER,Kaldfarnes,9395,KALDFARNES
HANSNES SKOLE,Fergekaia Hansnes,9130,HANSNES
ISHAVSBYEN VGS,BREIVIKLIA 1,9019,TROMSØ
COOP PRIX STRANDKANTEN,HJALMAR JOHANSENS GATE 27,9007,TROMSØ
EXTRA GRØNNEGATA,GRØNNEGATA 64,9008,TROMSØ
TROMSTUN SKOLE,TELLUSVEGEN 1,9024,TOMASJORD
TROMSDALEN SKOLE,TH WIDDINGS VEG 3,9020,TROMSDALEN
ANDØRJA MONTESSORISKOLE,SOLSTADVEIEN 8,9455,ENGENES
VIKSTRANDA SKOLE,VIKSTRANDVEIEN 3,9304,VANGSVIK
KVALSUNDSKOLEN,KVALØYVÅGVEGEN 851,9103,KVALØYA
KARLSTAD OPPVEKSTSENTER,SKJELLBEKKVEIEN 23,9322,KARLSTAD
VANNVÅG SKOLE AVIS I SKOLEN,Vannvåg,9135,VANNVÅG
SOLNESET SKOLE,RINGVEGEN 520,9017,TROMSØ
BJERKAKER SKOLE,SØREMS VEG 5,9006,TROMSØ
ØVERGÅRD MONTESSORISKOLE,ROSTADALSVEIEN 24,9334,ØVERBYGD
GYLLENBORG SKOLE,SKOLEGATA 34,9008,TROMSØ
EUROSPAR Strandveien,STRANDVEGEN 108,9006,TROMSØ
SPAR Lyngseidet,STRANDVEIEN 10,9060,LYNGSEIDET
REMA 1000 Strandvegen,STRANDVEGEN 106,9006,TROMSØ
HUSØY SKOLE,SKOLEBAKKEN 24,9389,HUSØY I SENJA
VANNAREID OPPVEKSTSENTER,SKOLEVEIEN 26,9136,VANNAREID
SKJELNAN SKOLE,MALMVEGEN 310,9022,KROKELVDALEN
LAVANGEN SKOLE,TENNEVOLLVEIEN 21,9357,TENNEVOLL
COOP PRIX MEISTERVIK,MALANGSVEIEN 850,9055,MEISTERVIK
MELLEMBYGD KULTUR- OG OPPVEKSTSENTER,MELLOMBYGDVEIEN 1842,9336,RUNDHAUG
SENJA MONTESSORISKOLE,FJORDGÅRDVEIEN 15,9388,FJORDGARD
SENJAHOPEN SKOLE,SKOLEVEIEN 12,9386,SENJAHOPEN
SPAR BERLEVÅG,STORGATA 20,9980,BERLEVÅG
Joker Birtavarre,STIGER PETTERSENS VEG 1,9147,BIRTAVARRE
Joker Bysenteret,Rikard Kaarbøs plass 1,9405,HARSTAD
KIWI 174 Stakkevollvegen 11,STAKKEVOLLVEGEN 11,9010,TROMSØ
Voksenopplæringen Tromsø,MELLOMVEGEN 110,9006,TROMSØ
KIWI 171 Isrenna,STAKKEVOLLVEGEN 301,9019,TROMSØ
MEDBY SKOLE,MEDBYVEIEN 109,9395,KALDFARNES
REMA 1000 Tomasjord,EVJENVEGEN 120,9024,TOMASJORD
7-Eleven 7136 Tromsø,STRANDGATA 31,9008,TROMSØ
VENGSØY SKOLE,VENGSØYA 199,9120,VENGSØY
SMI-SKOLEN AVDELING BUPA,HANSINE HANSENS VEG 92,9019,TROMSØ
REMA 1000 Tromsø-K1,KARLSØYVEGEN 3,9015,TROMSØ
Narvesen 600 Harstad sykehus,ST OLAVS GATE 70,9406,HARSTAD
7-Eleven 7154 Stortorget,STORTORGET 4,9008,TROMSØ
REMA 1000 TROMSDALEN,SOLSTRANDVEGEN 47,9020,TROMSDALEN
REMA 1000 Storsvingen,STORSVINGEN 4,9610,RYPEFJORD
REMA 1000 Rombaksveien,ROMBAKSVEIEN 45,8517,NARVIK
NARVESEN 720 UNIV.SYKEHUSET,SYKEHUSVEGEN 38,9019,TROMSØ
Narvesen 688 Jekta Øst,KARLSØYVEGEN 10,9015,TROMSØ
EXTRA HÅPET,RUTE 53 0,9014,TROMSØ
COOP PRIX VÆRØY,SØRLAND 54,8063,VÆRØY
NÆRBUTIKKEN NORDSKOT,NORDSKOTVEIEN 263,8283,LEINESFJORD
COOP MARKED LEINES,HELNESVEIEN 23,8285,LEINES
COOP MARKED NORDFOLD,NORDFOLDVEIEN 193,8286,NORDFOLD
EXTRA Løpsmarka,Løpsmark 2,8015,BODØ
Joker Rønvik,SMED QVALES VEI 9,8012,BODØ
COOP MARKED HELLIGVÆR,Sørværveien 1,8095,HELLIGVÆR
SPAR FAUSKE,SALTDALVEIEN 1,8210,FAUSKE
SPAR HAMARØY,VESTFJORDVEIEN 1606,8294,HAMARØY
Bunnpris Bogøy,BOGVEIEN 5,8288,BOGØY
NÆRBUTIKKEN SØRARNØY,HESTØYSUNDET 2,8135,SØRARNØY
JOKER REINSLETTVEIEN,REINSLETTVEIEN 66,8009,BODØ
KIWI 107 STORMYRA,STORMYRVEIEN 2,8008,BODØ
COOP PRIX HUNSTADMOEN,KNUT HAMSUNS VEI 1,8019,BODØ
JOKER RØST,GLEAVEIEN 8,8064,RØST
COOP PRIX STORGATA,STORGATA 48,8006,BODØ
EXTRA BANKGATA,BANKGATA 34,8004,BODØ
EXTRA MØRKVED,MØRKVEDSENTRET 17,8028,BODØ
St1 Hamarøy,VESTFJORDVEIEN 1426,8294,HAMARØY
Rema 1000 Hunstad,BODØVEIEN 674,8020,BODØ
COOP OBS CITY NORD,STORMYRVEIEN 20,8008,BODØ
EUROSPAR HUNSTAD,BODØVEIEN 682,8020,BODØ
EXTRA FAUSKE,TERMINALVEIEN 5,8208,FAUSKE
COOP PRIX HELLIGBERGET,Prix Helligberget,8200,FAUSKE
JOKER VÅG,ENGELØYVEIEN 257,8289,ENGELØYA
ESSO RØNVIK VEISERVICE,TEGLVERKVEIEN 1,8006,BODØ
Joker Vestbyen,HERNESVEIEN 12,8003,BODØ
Extra Volden,VOLLVEIEN 2,8011,BODØ
SKUTVIK LANDHANDEL,VESTFJORDVEIEN 3583,8290,SKUTVIK
KIWI 128 RØNVIKA,NORDSTRANDVEIEN 41,8012,BODØ
EXTRA BODØSJØEN,GARNVEIEN 2,8013,BODØ
KIWI 130 Flymuseet,PÅLS VEI 12,8008,BODØ
EXTRA STØVER,STØVERVEIEN 2,8030,BODØ
REMA 1000 RØNVIK,JERNBANEVEIEN 33,8012,BODØ
Coop Prix Moloveien,MOLOVEIEN 4,8003,BODØ
REMA 1000 ALSTAD,NOTVEIEN 17,8013,BODØ
Bunnpris Grønnåsen,SOLØYVANNSVEIEN 4,8073,BODØ
FAUSKE JERNBANEKAFE TAKEOVERCO AS,JERNBANEGATA 19,8200,FAUSKE
BUNNPRIS ASPMYRA,Aspmyra Stadion 1,8039,BODØ
EUROSPAR KOCH BODØ,STORGATA 5,8006,BODØ
COOP MEGA  FAUSKE,SJØGATA 62,8200,FAUSKE
Matkroken Kjerringøy,KJERRINGØYVEIEN 1145,8093,KJERRINGØY
REMA 1000 STORMYRA,GAMLE RIKSVEI 7,8008,BODØ
Extra Stormyra,GIDSKEN JAKOBSENS VEI 41,8008,BODØ
Joker Storjord,STORJORD E6 6776,8275,STORJORD I TYSFJORD
Matkroken Ulvsvåg,HAMARØYVEIEN 5679,8276,ULVSVÅG
AVISHUSET AVISA NORDLAND,DRONNINGENS GATE 7,8006,BODØ
ASPÅSEN SKOLE,HÅLOGALANDSGATA 25,8003,BODØ
BODØSJØEN SKOLE,BODØSJØVEIEN 24,8070,BODØ
ERIKSTAD SKOLE,TAREVEIEN 5,8206,FAUSKE
STØVER SKOLE,KLØFTVEIEN 8,8030,BODØ
GRØNNÅSEN SKOLE,PRESTMARKVEIEN 163,8074,BODØ
SALTVERN SKOLE,REINSLETTVEIEN 92,8009,BODØ
MØRKVEDMARKA SKOLE,BJØRNDALSVEIEN 14,8029,BODØ
LØPSMARK SKOLE,NONSHAUGEN 87,8015,BODØ
TVERLANDET SKOLE,TVERLANDSVEIEN 50,8050,TVERLANDET
ST.EYSTEINS SKOLE,HERNESVEIEN 22,8003,BODØ
ENGA SKOLE,ENGA 48,8170,ENGAVÅGEN
RØNVIK SKOLE,AMTMANN WORSØES GATE 30,8012,BODØ
INNHAVET OPPVEKSTSENTER SKOLE,FINNØYVEIEN 5,8260,INNHAVET
RØST SKOLE,FLYPLASSVEIEN 1,8064,RØST
HUNSTAD UNGDOMSSKOLE,HUNSTADRINGEN 2,8022,BODØ
TRONES SKOLE,TRONES 10,8114,TOLLÅ
STEIGENSKOLEN LEINESFJORD,LEINESFJORDVEIEN 2,8283,LEINESFJORD
ST. EYSTEIN SKOLE,HERNESVEIEN 22,8003,BODØ
Zefyr Hotell kiosk,BISKOP KROGHS GATE 21,8005,BODØ
BODØ PENSJONISTFORENING,PRINSENS GATE 130,8005,BODØ
KIWI 141 MEIERIKVARTALET,KONGENS GATE 32,8006,BODØ
EUROSPAR BODØ,PLASSMYRVEIEN 50,8008,BODØ
DRAG SKOLE / AJLUOVTA SKÅVLLÅ,SKOLEVEIEN 42,8270,DRAG
STEIGENSKOLEN LASKESTAD,Skoleveien,8289,ENGELØYA
ØSTBYEN SKOLE,OLE REISTADS VEI 20,8008,BODØ
ØRESVIK SKOLE AVIS I SKOLEN,Øresvikveien 82,8754,ØRESVIK
ESSO YTTEREN,GAMMELVEIEN 9,8614,MO I RANA
Bunnpris Fauske,SJØGATA 74,8200,FAUSKE
STEIGENSKOLEN LEINES,LEINESFJORDVEIEN 2,8283,LEINESFJORD
FINNEID SKOLE,TINKELIHEIA 3,8210,FAUSKE
REMA 1000 KROKDALSMYRA,TERMINALVEIEN 9,8208,FAUSKE
Nærbutikken Mørsvikbotn,MØRSVIKVEIEN 20,8266,MØRSVIKBOTN
SØRARNØY SKOLE OG BARNEHAGE,ARNØYVEIEN 86,8135,SØRARNØY
HUNSTAD BARNESKOLE,GALNÅSEN 100,8023,BODØ
HALSA SKOLE,HOLANDSFJORDVEIEN 29,8178,HALSA
NORDSIA OPPVEKSTSENTER,BONÅ,8264,ENGAN
St1 Mørkved,INNSTRANDVEIEN 1,8020,BODØ
St1 Stormyra,STORMYRVEIEN 1,8008,BODØ
REMA 1000 Innhavet,HAMARØYVEIEN 3066,8260,INNHAVET
REMA 1000 Bertnes,FENESVEIEN 10,8030,BODØ
Laskestad Skole,ENGELØYVEIEN 237,8289,ENGELØYA
Alstad barneskole,ALSTADVEIEN 15,8079,BODØ
REMA 1000 SENTRUMSGÅRDEN,STORGATA 3,8006,BODØ
REMA 1000 FAUSKE,SJØGATA 45,8200,FAUSKE
EXTRA HUNSTAD,BODØVEIEN 682,8020,BODØ
NARVESEN 659 Nordlandssykehuset Bodø,PRINSENS GATE 164,8005,BODØ
NARVESEN 291 ROYALSENTERET,STORGATA 2,8006,BODØ
Narvesen 269 Glasshuset,STORGATA 5,8006,BODØ
Fauske Veiservice,STORGATEN 57,8200,FAUSKE
NARVESEN 123 CITY NORD,STORMYRVEIEN 20,8008,BODØ
Bunnpris Eidsvåg,KRÅKHOLMVEGEN 15,6460,EIDSVÅG I ROMSDAL
Bunnpris Aspøya,ARNVIKA 70,6670,ØYDEGARD
MATKROKEN KVISVIK,Stabbursvikvegen 3,6674,KVISVIK
FULLDISTR. 6460 EIDSVÅG,Gammelseterlia 22,6422,MOLDE
FULLDISTR. 6470 ERESFJORD,GAMMELSETERLIA 22,6422,MOLDE
FULLDISTR. 6670 ØYDEGARD,GAMMELSETERLIA 22,6422,MOLDE
FULLDISTR. 6364 VISTDAL,ØRAN VEST,6300,ÅNDALSNES
FULLDISTR. 6627 TINGVOLL,GAMMELSETERLIA 22,6422,MOLDE
FULLDISTR. 6462 RAUDSAND,GAMMELSETERLIA 22,6422,MOLDE
Matkroken Sunndalsporten,FJELLGARDSVEGEN 2,6613,GJØRA
FULLDISTR. 7342 LØNSET,SØNDRE INDUSTRIVEGEN 6,7340,OPPDAL
KIWI 474 FLASKEBEKK,KAPELLVEIEN 84,1452,NESODDTANGEN
MENY TANGEN,VESTVEIEN 51,1452,NESODDTANGEN
KIWI 473 KIRKEKRYSSET,HAGELUNDVEIEN 2,1459,NESODDEN
COOP PRIX BJØRNEMYR,TOSLETTA 44,1453,BJØRNEMYR
REMA 1000 NESODDEN,BJØRNEMYRVEIEN 1,1453,BJØRNEMYR
Circle K Flaskebekk,KAPELLVEIEN 80,1452,NESODDTANGEN
Extra Nesoddtangen,KAPELLVEIEN 2,1452,NESODDTANGEN
JOKER FJELLSTRAND,FJELLSTRANDVEIEN 1,1458,FJELLSTRAND
COOP OBS VINTERBRO,SJØSKOGENVEIEN 7,1407,VINTERBRO
ØSTLANDETS BLAD,IDRETTSVEIEN 5,1400,SKI
KIWI 458 Nordbyveien,NORDBYVEIEN 76,1406,SKI
KIWI 293 SKI STASJON,NORDBYVEIEN 2,1423,SKI
KIWI 264 Myrvoll,TRELASTVEIEN 1,1415,OPPEGÅRD
Narvesen 242 Kolbotn Torg,STRANDLIVEIEN 4,1410,KOLBOTN
EXTRA VADSØ,STRANDGATEN 15,9800,VADSØ
EXTRA TANA,RINGVEIEN 3,9845,TANA
NÆRBUTIKKEN BUGØYNES,ØSTERSANDVEIEN 18,9935,BUGØYNES
BIL OG MASKIN AS,AUSTERTANA,9845,TANA
KIWI 151 VADSØ,KONG HAAKONSGT 6,9800,VADSØ
CIRCLE K VADSØ,W. ANDERSENS GATE 9,9800,VADSØ
KIWI 159 KIRKENES,HANS VÆGGERSVEI 20,9900,KIRKENES
Søndrevåg Kiosk,KRISTIAN 4 GATE 17,9950,VARDØ
YX VESTRE JAKOBSELV,NORDVARANGERVEIEN 652,9802,VESTRE JAKOBSELV
JOKER KIRKENES,KIELLAND TORKILDSENS GATE 3,9900,KIRKENES
Coop Prix Varangerbotn,POSTBOKS A,9820,VARANGERBOTN
JOHANNES NILSEN HANDLERI AS,VÆRVEIEN 59,9770,MEHAMN
COOP PRIX KJØLLEFJORD,STRANDVEIEN 150,9790,KJØLLEFJORD
SCANDIC VADSØ,OSCARSGT 4,9800,VADSØ
EXTRA KIRKENES,VERKSVEIEN 1,9900,KIRKENES
KJØLLEFJORD SKOLE,ELVEVEGEN 1,9790,KJØLLEFJORD
BOFTSA OPPVEKSTSENTER,BOFTSA,9845,TANA
KIWI 169 HESSENG,HESSENGVEIEN 2,9912,HESSENG
VADSØ BARNESKOLE,FOSSEVEGEN 19,9803,VADSØ
NORDSKOGEN SKOLE,NORDSKOGVEGEN 33,9990,BÅTSFJORD
BERLEVÅG SKOLE,SKOLEGATA 5,9980,BERLEVÅG
VADSØ UNGDOMSSKOLE,FOSSEVEGEN 17,9803,VADSØ
UNJARGGA OAHPPOGALDU,DÁLVELUODDA 8,9840,VARANGERBOTN
MEHAMN SKOLE,GAMVIKVEIEN 1,9770,MEHAMN
TANABRU SKOLE,PER FOKSTAD GEAIDNU 50,9845,TANA
LEBESBY OPPVEKSTSENTER,VARDEVEIEN 11,9740,LEBESBY
VARDØ SKOLE,SKOLEGATA 1,9950,VARDØ
REMA 1000 Veisletta,TANAVEGEN 12,9801,VADSØ
BUGØYNES OPPVEKSSENTER SKOLE,Skoleveien 1,9935,BUGØYNES
PASVIK SKOLE,BJØRNSUNDVEIEN 776,9925,SVANVIK
VEIDNES SKOLE,Veidnesklubben,9717,VEIDNES
BJØRNEVATN SKOLE,GRUBEVEIEN 10,9910,BJØRNEVATN
KIRKENES KOMPETANSESENTER,PASVIKVEIEN 2,9900,KIRKENES
VADSØ SKOLE,SKOLEGATA 1,9950,VARDØ
TANA MONTESSORISKOLE,SØNDRE LUFTJOK 17,9842,TANA
Extra Sandnes Kirkenes,GRØNA LUND 3,9910,BJØRNEVATN
DEANU SAMESKUVLA,PER FOKSTAD GEAIDNU 60,9845,TANA
AUSTERTANA OPPVEKSTSENTER,GAMMELVEIEN 37,9842,TANA
Extra Båtsfjord,HAVNEGT 2,9990,BÅTSFJORD
Esso Varangerbotn Veiservice,SÁTTOVÁRGEAINU 1,9840,VARANGERBOTN
KIRKENES UNGDOMSSKOLE,PRESTEVEIEN 34,9900,KIRKENES
Sør-Varanger avishus,PASVIKVEIEN 1,9900,KIRKENES
REMA 1000 Hesseng,E. K. ANDERSONS VEI 1,9912,HESSENG
Finnmarken Avishuset,STRANDGATA 4,9800,VADSØ
SPAR Vardø,SKAGVEIEN 1,9952,VARDØ
NARVESEN 669 SØRNESBYGGET,SØRNESBYGGET,9900,KIRKENES
COOP MARKED INDRE BILLEFJORD,VIA LAKSELV,9710,INDRE BILLEFJORD
COOP PRIX TALVIK,HANDELSTRANDA 2,9540,TALVIK
COOP PRIX HASVIK,STORGATA 9,9590,HASVIK
MIX Wi-To Tobaksforretningen,STORGATA 68,9008,TROMSØ
COOP MARKED KVIBY,DJUPVIKVEIEN 8,9519,KVIBY
